year,label_grouping,santa_clara_county_californiaestimate,santa_clara_county_californiapercent,montgomery_county_marylandestimate,montgomery_county_marylandpercent,wake_county_north_carolinaestimate,wake_county_north_carolinapercent,davidson_county_tennesseeestimate,davidson_county_tennesseepercent,dallas_county_texasestimate,dallas_county_texaspercent,fairfax_county_virginiaestimate,fairfax_county_virginiapercent,loudoun_county_virginiaestimate,loudoun_county_virginiapercent,unnamed_16,unnamed_17,unnamed_18,unnamed_19,unnamed_20,unnamed_21,unnamed_22
2010,"$35,000 to $49,999",6.10%,5.10%,10.40%,15.40%,12.80%,4.50%,3.30%,,,,,,,,,,,,,,
2010,"$50,000 to $74,999",10.90%,11.90%,20.10%,24.80%,21.30%,10.10%,9.80%,,,,,,,,,,,,,,
2010,"$75,000 to $99,999",12.50%,12.70%,17.10%,13.90%,15.50%,12.50%,11.50%,,,,,,,,,,,,,,
2010,"$100,000 to $149,999",24.00%,23.70%,21.80%,14.90%,18.20%,22.80%,31.40%,,,,,,,,,,,,,,
2010,"$150,000 or more",39.30%,39.10%,18.30%,13.00%,14.70%,44.50%,41.50%,,,,,,,,,,,,,,
2010,Median household income (dollars),"126,786","123,649","84,654","66,234","72,758","135,433","132,281",,,,,,,,,,,,,,
2010,RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS,,,,,,,,,,,,,,,,,,,,,
2010,Less than 2.0,7.10%,13.10%,26.00%,30.40%,50.90%,16.30%,15.80%,,,,,,,,,,,,,,
2010,2.0 to 2.9,12.90%,25.50%,32.00%,27.90%,22.30%,26.80%,29.10%,,,,,,,,,,,,,,
2010,3.0 to 3.9,17.70%,19.20%,18.40%,14.90%,9.60%,21.30%,24.00%,,,,,,,,,,,,,,
2010,4.0 or more,62.00%,42.10%,23.20%,26.50%,16.60%,35.10%,31.20%,,,,,,,,,,,,,,
2010,Not computed,0.40%,0.10%,0.40%,0.30%,0.60%,0.50%,0.00%,,,,,,,,,,,,,,
2010,MONTHLY HOUSING COSTS,,,,,,,,,,,,,,,,,,,,,
2010,Less than $200,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,
2010,$200 to $299,0.10%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,
2010,$300 to $399,0.20%,0.00%,0.30%,0.60%,0.20%,0.00%,0.20%,,,,,,,,,,,,,,
2010,$400 to $499,0.40%,0.10%,0.60%,1.20%,0.80%,0.10%,0.40%,,,,,,,,,,,,,,
2010,$500 to $599,0.30%,0.20%,0.80%,1.70%,1.00%,0.30%,0.10%,,,,,,,,,,,,,,
2010,$600 to $699,0.50%,0.40%,1.60%,2.00%,2.30%,0.30%,0.30%,,,,,,,,,,,,,,
2010,$700 to $799,0.30%,0.40%,2.20%,4.00%,3.20%,0.70%,0.70%,,,,,,,,,,,,,,
2010,$800 to $899,0.70%,1.10%,2.90%,6.40%,3.90%,0.80%,0.70%,,,,,,,,,,,,,,
2010,$900 to $999,0.80%,1.30%,4.80%,7.70%,5.40%,1.20%,0.80%,,,,,,,,,,,,,,
2010,"$1,000 to $1,249",2.90%,4.10%,16.80%,17.10%,19.80%,4.80%,2.70%,,,,,,,,,,,,,,
2010,"$1,250 to $1,499",3.50%,6.80%,16.90%,20.00%,17.30%,6.90%,3.80%,,,,,,,,,,,,,,
2010,"$1,500 to $1,999",11.20%,17.00%,24.80%,21.40%,22.30%,16.50%,10.70%,,,,,,,,,,,,,,
2010,"$2,000 or more",78.90%,68.80%,28.30%,17.90%,23.70%,68.20%,79.80%,,,,,,,,,,,,,,
2010,Median (dollars),"2,994","2,498","1,552","1,366","1,443","2,468","2,766",,,,,,,,,,,,,,
2010,MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,,,,,,,,,,,,,,,,,,,,,
2010,"Less than $20,000",2.80%,2.80%,4.00%,6.00%,5.90%,2.20%,1.20%,,,,,,,,,,,,,,
2010,Less than 20 percent,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,
2010,20 to 29 percent,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,,,,,,,,,,,,,,
2010,30 percent or more,2.80%,2.80%,4.00%,6.00%,5.90%,2.20%,1.10%,,,,,,,,,,,,,,
2010,"$20,000 to $34,999",4.00%,4.60%,7.80%,11.60%,11.00%,2.80%,1.30%,,,,,,,,,,,,,,
2010,Less than 20 percent,0.00%,0.00%,0.20%,0.50%,0.10%,0.00%,0.00%,,,,,,,,,,,,,,
2010,20 to 29 percent,0.10%,0.10%,0.30%,0.60%,0.80%,0.20%,0.00%,,,,,,,,,,,,,,
2010,30 percent or more,3.80%,4.50%,7.40%,10.50%,10.10%,2.60%,1.30%,,,,,,,,,,,,,,
2010,"$35,000 to $49,999",6.10%,5.10%,10.40%,15.40%,12.80%,4.50%,3.30%,,,,,,,,,,,,,,
2010,Less than 20 percent,0.20%,0.00%,0.70%,0.80%,0.80%,0.10%,0.40%,,,,,,,,,,,,,,
2010,20 to 29 percent,0.40%,0.50%,2.90%,5.90%,3.10%,0.80%,0.80%,,,,,,,,,,,,,,
2010,30 percent or more,5.60%,4.60%,6.90%,8.70%,8.90%,3.70%,2.10%,,,,,,,,,,,,,,
2010,"$50,000 to $74,999",10.90%,11.90%,20.10%,24.80%,21.30%,10.10%,9.80%,,,,,,,,,,,,,,
2010,Less than 20 percent,0.80%,0.70%,2.90%,5.50%,4.10%,0.50%,0.50%,,,,,,,,,,,,,,
2010,20 to 29 percent,1.30%,2.90%,10.00%,11.40%,9.70%,2.50%,1.70%,,,,,,,,,,,,,,
2010,30 percent or more,8.80%,8.20%,7.30%,7.90%,7.50%,7.10%,7.60%,,,,,,,,,,,,,,
2010,"$75,000 or more",75.80%,75.50%,57.20%,41.80%,48.40%,79.80%,84.40%,,,,,,,,,,,,,,
2010,Less than 20 percent,22.90%,33.60%,36.40%,27.30%,29.50%,39.20%,28.80%,,,,,,,,,,,,,,
2010,20 to 29 percent,25.10%,24.90%,16.90%,11.20%,14.20%,24.80%,32.60%,,,,,,,,,,,,,,
2010,30 percent or more,27.80%,17.00%,3.90%,3.30%,4.70%,15.80%,22.90%,,,,,,,,,,,,,,
2010,Zero or negative income,0.40%,0.10%,0.40%,0.30%,0.60%,0.50%,0.00%,,,,,,,,,,,,,,
2010,REAL ESTATE TAXES,,,,,,,,,,,,,,,,,,,,,
2010,Less than $800,2.00%,1.70%,5.70%,8.00%,6.00%,2.30%,2.00%,,,,,,,,,,,,,,
2010,"$800 to $1,499",5.50%,5.60%,27.20%,37.60%,12.60%,4.10%,2.00%,,,,,,,,,,,,,,
2010,"$1,500 or more",91.40%,92.20%,66.80%,52.70%,78.50%,92.30%,95.30%,,,,,,,,,,,,,,
2010,No real estate taxes paid,1.10%,0.60%,0.30%,1.70%,2.90%,1.30%,0.80%,,,,,,,,,,,,,,
2010,Median (dollars),"5,668","3,967","1,916","1,585","2,990","4,420","5,143",,,,,,,,,,,,,,
2010,PERCENT IMPUTED,,,,,,,,,,,,,,,,,,,,,
2010,Mortgage status,38.30%,31.50%,32.50%,30.10%,35.60%,32.10%,"36.6%Ã¯»¿""Label (Grouping)""","Santa Clara County, CaliforniaTotalEstimate","Santa Clara County, CaliforniaMean income (dollars)Estimate","Montgomery County, MarylandTotalEstimate","Montgomery County, MarylandMean income (dollars)Estimate","Wake County, North CarolinaTotalEstimate","Wake County, North CarolinaMean income (dollars)Estimate","Davidson County, TennesseeTotalEstimate",,,,,,,
2010,HOUSEHOLD INCOME,,,,,,,,,,,,,,,,,,,,,
2010,All households,"599,235","109,698","359,476","120,201","338,054","80,606","249,899","62,766","843,416","67,659","389,415","130,695","102,979","132,352",,,,,,,
2010,With earnings,84.50%,"110,714",86.50%,"118,898",85.90%,"79,582",82.40%,"63,726",84.80%,"67,449",88.70%,"126,196",93.50%,"128,809",,,,,,,
2010,"With interest, dividends, or net rental income",30.80%,"20,313",35.10%,"16,500",29.40%,"11,368",18.70%,"12,741",17.20%,"20,118",36.90%,"15,910",34.40%,"9,163",,,,,,,
2010,With Social Security income,22.00%,"16,911",21.10%,"17,159",19.50%,"17,315",23.60%,"15,609",19.80%,"15,669",17.90%,"17,319",15.80%,"16,167",,,,,,,
2010,With Supplemental Security Income (SSI),4.40%,"10,458",2.20%,"8,154",2.50%,"7,655",4.30%,"8,585",4.30%,"8,399",2.30%,"8,341",1.20%,"9,483",,,,,,,
2010,With cash public assistance income,2.90%,"6,312",1.90%,"4,494",1.00%,"4,656",3.10%,"2,648",1.60%,"3,925",0.90%,"3,711",1.60%,"3,134",,,,,,,
2010,With retirement income,13.70%,"25,001",16.80%,"38,009",14.20%,"24,369",12.80%,"19,531",10.10%,"22,159",19.20%,"41,868",13.10%,"35,938",,,,,,,
2010,FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY,,,,,,,,,,,,,,,,,,,,,
2010,All families,"424,866","121,615","245,528","141,456","221,603","95,763","141,442","77,027","548,239","75,302","273,016","148,768","82,632","141,589",,,,,,,
2010,No workers,10.20%,"57,499",7.20%,"67,203",8.70%,"49,043",12.20%,"38,684",10.80%,"36,229",7.40%,"84,403",4.10%,"70,971",,,,,,,
2010,1 worker,34.00%,"100,390",28.80%,"115,022",35.10%,"75,130",35.90%,"61,040",37.50%,"59,963",28.40%,"121,427",30.00%,"117,908",,,,,,,
2010,"2 workers, husband and wife worked",33.20%,"163,159",39.20%,"175,412",40.50%,"121,671",32.90%,"105,554",28.00%,"106,749",41.40%,"178,439",44.90%,"159,650",,,,,,,
2010,"2 workers, other",9.80%,"94,213",9.30%,"114,357",7.40%,"72,845",11.10%,"63,553",12.00%,"64,623",8.70%,"106,775",6.80%,"114,625",,,,,,,
2010,"3 or more workers, husband and wife worked",8.50%,"155,786",11.60%,"172,873",6.50%,"136,522",5.30%,"120,734",7.40%,"106,477",10.90%,"189,677",11.90%,"165,926",,,,,,,
2010,"3 or more workers, other",4.30%,"116,236",3.80%,"103,066",1.80%,"88,412",2.60%,"84,423",4.30%,"77,529",3.10%,"132,080",2.30%,"175,921",,,,,,,
2010,PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN,,,,,,,,,,,,,,,,,,,,,
2010,Total population,"1,787,694","37,599","976,203","44,829","906,969","30,748","628,133","25,992","2,377,351","24,722","1,086,743","47,608","315,134","43,777",,,,,,,
2010,One race--,,,,,,,,,,,,,,,,,,,,,
2010,White,50.00%,"43,403",57.10%,"56,322",68.60%,"35,553",62.50%,"31,314",56.90%,"30,670",63.20%,"57,026",69.50%,"47,388",,,,,,,
2010,Black or African American,2.60%,"27,963",17.20%,"30,338",20.70%,"19,662",27.60%,"17,846",22.00%,"17,802",9.20%,"33,353",7.10%,"40,345",,,,,,,
2010,American Indian and Alaska Native,0.60%,"20,971",0.30%,"30,118",0.30%,"24,640",0.20%,"6,072",0.40%,"17,040",0.60%,"22,842",0.20%,N,,,,,,,
2010,Asian,32.10%,"38,736",13.70%,"37,666",5.40%,"28,006",2.90%,"27,131",5.00%,"26,489",17.80%,"36,699",13.60%,"41,568",,,,,,,
2010,Native Hawaiian and Other Pacific Islander,0.40%,"26,209",0.00%,N,0.00%,N,0.00%,N,0.00%,"40,765",0.10%,"118,477",0.00%,N,,,,,,,
2010,Some other race,10.00%,"16,566",7.70%,"16,196",2.70%,"11,809",4.20%,"9,456",13.20%,"11,670",5.80%,"18,784",4.60%,"22,491",,,,,,,
2010,Two or more races,4.40%,"19,689",4.00%,"23,934",2.30%,"16,614",2.60%,"11,697",2.50%,"16,380",3.40%,"19,762",4.90%,"25,070",,,,,,,
2010,Hispanic or Latino origin (of any race),27.00%,"17,341",17.10%,"21,379",9.80%,"13,221",9.80%,"11,701",38.40%,"12,821",15.60%,"23,787",12.40%,"22,149",,,,,,,
2010,"White alone, not Hispanic or Latino",35.00%,"53,998",49.20%,"61,011",62.20%,"37,787",57.40%,"32,904",33.00%,"43,110",54.60%,"61,686",62.50%,"50,224",,,,,,,
2010,PERCENT IMPUTED,,,,,,,,,,,,,,,,,,,,,
2010,Household income in the past 12 months,28.30%,(X),21.50%,(X),24.80%,(X),24.70%,(X),33.40%,(X),22.80%,(X),27.50%,(X),,,,,,,
2010,Family income in the past 12 months,29.20%,(X),21.70%,(X),25.20%,(X),25.30%,(X),35.10%,(X),22.70%,(X),26.50%,(X),,,,,,,
2010,Individual income in the past 12 months,21.30%,(X),16.20%,(X),19.40%,(X),19.50%,(X),25.50%,(X),17.40%,(X),20.90%,"(X)Ã¯»¿""Label (Grouping)""",,,,,,,
2010,Owner-occupied housing units with a mortgage,"256,276","188,428","184,459","99,978","311,935","225,962","72,843",,,,,,,,,,,,,,
2010,VALUE,,,,,,,,,,,,,,,,,,,,,
2010,"Less than $50,000",0.90%,0.50%,1.40%,1.90%,3.70%,0.60%,0.80%,,,,,,,,,,,,,,
2010,"$50,000 to $99,999",1.90%,0.70%,3.20%,9.40%,23.90%,1.10%,1.10%,,,,,,,,,,,,,,
2010,"$100,000 to $149,999",1.00%,1.30%,15.80%,27.70%,29.10%,2.40%,2.70%,,,,,,,,,,,,,,
2010,"$150,000 to $199,999",1.60%,4.40%,19.20%,23.50%,15.30%,2.70%,2.80%,,,,,,,,,,,,,,
2010,"$200,000 to $299,999",5.00%,14.60%,27.60%,18.70%,13.50%,13.60%,12.30%,,,,,,,,,,,,,,
2010,"$300,000 to $499,999",21.70%,36.60%,24.00%,12.40%,8.80%,36.40%,39.30%,,,,,,,,,,,,,,
2010,"$500,000 or more",67.90%,41.90%,8.80%,6.40%,5.80%,43.20%,41.00%,,,,,,,,,,,,,,
2010,Median (dollars),"643,100","451,000","234,400","171,900","135,400","459,900","449,200",,,,,,,,,,,,,,
2010,MORTGAGE STATUS,,,,,,,,,,,,,,,,,,,,,
2010,"With either a second mortgage, or home equity loan, but not both",30.30%,28.10%,23.90%,24.20%,11.70%,29.50%,32.50%,,,,,,,,,,,,,,
2010,Second mortgage only,6.20%,6.50%,4.70%,7.80%,5.60%,7.70%,9.70%,,,,,,,,,,,,,,
2010,Home equity loan only,24.10%,21.50%,19.20%,16.40%,6.10%,21.80%,22.80%,,,,,,,,,,,,,,
2010,Both second mortgage and home equity loan,2.10%,1.40%,1.00%,0.70%,0.40%,1.50%,1.70%,,,,,,,,,,,,,,
2010,No second mortgage and no home equity loan,67.50%,70.60%,75.10%,75.10%,88.00%,68.90%,65.80%,,,,,,,,,,,,,,
2010,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS),,,,,,,,,,,,,,,,,,,,,
2010,"Less than $10,000",1.30%,1.10%,1.20%,2.40%,2.10%,1.40%,0.10%,,,,,,,,,,,,,,
2010,"$10,000 to $24,999",3.00%,3.40%,5.40%,8.00%,8.20%,2.10%,1.60%,,,,,,,,,,,,,,
2010,"$25,000 to $34,999",2.90%,3.00%,5.50%,7.60%,7.20%,1.90%,0.80%,,,,,,,,,,,,,,
2010,"$35,000 to $49,999",6.10%,5.10%,10.40%,15.40%,12.80%,4.50%,3.30%,,,,,,,,,,,,,,
2010,"$50,000 to $74,999",10.90%,11.90%,20.10%,24.80%,21.30%,10.10%,9.80%,,,,,,,,,,,,,,
2010,"$75,000 to $99,999",12.50%,12.70%,17.10%,13.90%,15.50%,12.50%,11.50%,,,,,,,,,,,,,,
2010,"$100,000 to $149,999",24.00%,23.70%,21.80%,14.90%,18.20%,22.80%,31.40%,,,,,,,,,,,,,,
2010,"$150,000 or more",39.30%,39.10%,18.30%,13.00%,14.70%,44.50%,41.50%,,,,,,,,,,,,,,
2010,Median household income (dollars),"126,786","123,649","84,654","66,234","72,758","135,433","132,281",,,,,,,,,,,,,,
2010,RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS,,,,,,,,,,,,,,,,,,,,,
2010,Less than 2.0,7.10%,13.10%,26.00%,30.40%,50.90%,16.30%,15.80%,,,,,,,,,,,,,,
2010,2.0 to 2.9,12.90%,25.50%,32.00%,27.90%,22.30%,26.80%,29.10%,,,,,,,,,,,,,,
2010,3.0 to 3.9,17.70%,19.20%,18.40%,14.90%,9.60%,21.30%,24.00%,,,,,,,,,,,,,,
2010,4.0 or more,62.00%,42.10%,23.20%,26.50%,16.60%,35.10%,31.20%,,,,,,,,,,,,,,
2010,Not computed,0.40%,0.10%,0.40%,0.30%,0.60%,0.50%,0.00%,,,,,,,,,,,,,,
2010,MONTHLY HOUSING COSTS,,,,,,,,,,,,,,,,,,,,,
2010,Less than $200,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,
2010,$200 to $299,0.10%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,
2010,$300 to $399,0.20%,0.00%,0.30%,0.60%,0.20%,0.00%,0.20%,,,,,,,,,,,,,,
2010,$400 to $499,0.40%,0.10%,0.60%,1.20%,0.80%,0.10%,0.40%,,,,,,,,,,,,,,
2010,$500 to $599,0.30%,0.20%,0.80%,1.70%,1.00%,0.30%,0.10%,,,,,,,,,,,,,,
2010,$600 to $699,0.50%,0.40%,1.60%,2.00%,2.30%,0.30%,0.30%,,,,,,,,,,,,,,
2010,$700 to $799,0.30%,0.40%,2.20%,4.00%,3.20%,0.70%,0.70%,,,,,,,,,,,,,,
2010,$800 to $899,0.70%,1.10%,2.90%,6.40%,3.90%,0.80%,0.70%,,,,,,,,,,,,,,
2010,$900 to $999,0.80%,1.30%,4.80%,7.70%,5.40%,1.20%,0.80%,,,,,,,,,,,,,,
2010,"$1,000 to $1,249",2.90%,4.10%,16.80%,17.10%,19.80%,4.80%,2.70%,,,,,,,,,,,,,,
2010,"$1,250 to $1,499",3.50%,6.80%,16.90%,20.00%,17.30%,6.90%,3.80%,,,,,,,,,,,,,,
2010,"$1,500 to $1,999",11.20%,17.00%,24.80%,21.40%,22.30%,16.50%,10.70%,,,,,,,,,,,,,,
2010,"$2,000 or more",78.90%,68.80%,28.30%,17.90%,23.70%,68.20%,79.80%,,,,,,,,,,,,,,
2010,Median (dollars),"2,994","2,498","1,552","1,366","1,443","2,468","2,766",,,,,,,,,,,,,,
2010,MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,,,,,,,,,,,,,,,,,,,,,
2010,"Less than $20,000",2.80%,2.80%,4.00%,6.00%,5.90%,2.20%,1.20%,,,,,,,,,,,,,,
2010,Less than 20 percent,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,
2010,20 to 29 percent,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,,,,,,,,,,,,,,
2010,30 percent or more,2.80%,2.80%,4.00%,6.00%,5.90%,2.20%,1.10%,,,,,,,,,,,,,,
2010,"$20,000 to $34,999",4.00%,4.60%,7.80%,11.60%,11.00%,2.80%,1.30%,,,,,,,,,,,,,,
2010,Less than 20 percent,0.00%,0.00%,0.20%,0.50%,0.10%,0.00%,0.00%,,,,,,,,,,,,,,
2010,20 to 29 percent,0.10%,0.10%,0.30%,0.60%,0.80%,0.20%,0.00%,,,,,,,,,,,,,,
2010,30 percent or more,3.80%,4.50%,7.40%,10.50%,10.10%,2.60%,1.30%,,,,,,,,,,,,,,
2010,"$35,000 to $49,999",6.10%,5.10%,10.40%,15.40%,12.80%,4.50%,3.30%,,,,,,,,,,,,,,
2010,Less than 20 percent,0.20%,0.00%,0.70%,0.80%,0.80%,0.10%,0.40%,,,,,,,,,,,,,,
2010,20 to 29 percent,0.40%,0.50%,2.90%,5.90%,3.10%,0.80%,0.80%,,,,,,,,,,,,,,
2010,30 percent or more,5.60%,4.60%,6.90%,8.70%,8.90%,3.70%,2.10%,,,,,,,,,,,,,,
2010,"$50,000 to $74,999",10.90%,11.90%,20.10%,24.80%,21.30%,10.10%,9.80%,,,,,,,,,,,,,,
2010,Less than 20 percent,0.80%,0.70%,2.90%,5.50%,4.10%,0.50%,0.50%,,,,,,,,,,,,,,
2010,20 to 29 percent,1.30%,2.90%,10.00%,11.40%,9.70%,2.50%,1.70%,,,,,,,,,,,,,,
2010,30 percent or more,8.80%,8.20%,7.30%,7.90%,7.50%,7.10%,7.60%,,,,,,,,,,,,,,
2010,"$75,000 or more",75.80%,75.50%,57.20%,41.80%,48.40%,79.80%,84.40%,,,,,,,,,,,,,,
2010,Less than 20 percent,22.90%,33.60%,36.40%,27.30%,29.50%,39.20%,28.80%,,,,,,,,,,,,,,
2010,20 to 29 percent,25.10%,24.90%,16.90%,11.20%,14.20%,24.80%,32.60%,,,,,,,,,,,,,,
2010,30 percent or more,27.80%,17.00%,3.90%,3.30%,4.70%,15.80%,22.90%,,,,,,,,,,,,,,
2010,Zero or negative income,0.40%,0.10%,0.40%,0.30%,0.60%,0.50%,0.00%,,,,,,,,,,,,,,
2010,REAL ESTATE TAXES,,,,,,,,,,,,,,,,,,,,,
2010,Less than $800,2.00%,1.70%,5.70%,8.00%,6.00%,2.30%,2.00%,,,,,,,,,,,,,,
2010,"$800 to $1,499",5.50%,5.60%,27.20%,37.60%,12.60%,4.10%,2.00%,,,,,,,,,,,,,,
2010,"$1,500 or more",91.40%,92.20%,66.80%,52.70%,78.50%,92.30%,95.30%,,,,,,,,,,,,,,
2010,No real estate taxes paid,1.10%,0.60%,0.30%,1.70%,2.90%,1.30%,0.80%,,,,,,,,,,,,,,
2010,Median (dollars),"5,668","3,967","1,916","1,585","2,990","4,420","5,143",,,,,,,,,,,,,,
2010,PERCENT IMPUTED,,,,,,,,,,,,,,,,,,,,,
2010,Mortgage status,38.30%,31.50%,32.50%,30.10%,35.60%,32.10%,"36.6%Ã¯»¿""Label (Grouping)""","Santa Clara County, CaliforniaOwner-occupied housing units with a mortgageEstimate","Santa Clara County, CaliforniaOwner-occupied housing units with a mortgageMargin of Error","Montgomery County, MarylandOwner-occupied housing units with a mortgageEstimate","Montgomery County, MarylandOwner-occupied housing units with a mortgageMargin of Error","Wake County, North CarolinaOwner-occupied housing units with a mortgageEstimate","Wake County, North CarolinaOwner-occupied housing units with a mortgageMargin of Error","Davidson County, TennesseeOwner-occupied housing units with a mortgageEstimate",,,,,,,
2010,Owner-occupied housing units with a mortgage,"256,276","±5,674","188,428","±4,264","184,459","±4,000","99,978","±4,078","311,935","±6,743","225,962","±5,228","72,843","±2,442",,,,,,,
2010,VALUE,,,,,,,,,,,,,,,,,,,,,
2010,"Less than $50,000",0.90%,±0.3,0.50%,±0.2,1.40%,±0.5,1.90%,±0.6,3.70%,±0.5,0.60%,±0.2,0.80%,±0.7,,,,,,,
2010,"$50,000 to $99,999",1.90%,±0.5,0.70%,±0.3,3.20%,±0.6,9.40%,±1.4,23.90%,±1.1,1.10%,±0.4,1.10%,±0.7,,,,,,,
2010,"$100,000 to $149,999",1.00%,±0.2,1.30%,±0.4,15.80%,±1.3,27.70%,±2.1,29.10%,±1.5,2.40%,±0.5,2.70%,±0.8,,,,,,,
2010,"$150,000 to $199,999",1.60%,±0.4,4.40%,±0.8,19.20%,±1.6,23.50%,±1.9,15.30%,±1.1,2.70%,±0.5,2.80%,±1.0,,,,,,,
2010,"$200,000 to $299,999",5.00%,±0.8,14.60%,±1.3,27.60%,±1.6,18.70%,±1.5,13.50%,±1.0,13.60%,±1.1,12.30%,±1.9,,,,,,,
2010,"$300,000 to $499,999",21.70%,±1.4,36.60%,±1.5,24.00%,±1.5,12.40%,±1.3,8.80%,±0.6,36.40%,±1.7,39.30%,±2.7,,,,,,,
2010,"$500,000 or more",67.90%,±1.5,41.90%,±1.4,8.80%,±1.0,6.40%,±0.9,5.80%,±0.6,43.20%,±1.3,41.00%,±2.9,,,,,,,
2010,Median (dollars),"643,100","±9,518","451,000","±8,306","234,400","±4,679","171,900","±4,092","135,400","±3,228","459,900","±7,339","449,200","±14,205",,,,,,,
2010,MORTGAGE STATUS,,,,,,,,,,,,,,,,,,,,,
2010,"With either a second mortgage, or home equity loan, but not both",30.30%,±1.4,28.10%,±1.5,23.90%,±1.3,24.20%,±2.0,11.70%,±0.8,29.50%,±1.4,32.50%,±2.3,,,,,,,
2010,Second mortgage only,6.20%,±0.8,6.50%,±1.0,4.70%,±0.8,7.80%,±1.3,5.60%,±0.6,7.70%,±0.9,9.70%,±1.7,,,,,,,
2010,Home equity loan only,24.10%,±1.1,21.50%,±1.4,19.20%,±1.2,16.40%,±1.6,6.10%,±0.7,21.80%,±1.1,22.80%,±2.4,,,,,,,
2010,Both second mortgage and home equity loan,2.10%,±0.5,1.40%,±0.5,1.00%,±0.4,0.70%,±0.5,0.40%,±0.2,1.50%,±0.5,1.70%,±0.8,,,,,,,
2010,No second mortgage and no home equity loan,67.50%,±1.4,70.60%,±1.7,75.10%,±1.4,75.10%,±2.0,88.00%,±0.8,68.90%,±1.5,65.80%,±2.3,,,,,,,
2010,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS),,,,,,,,,,,,,,,,,,,,,
2010,"Less than $10,000",1.30%,±0.3,1.10%,±0.3,1.20%,±0.4,2.40%,±0.7,2.10%,±0.4,1.40%,±0.4,0.10%,±0.1,,,,,,,
2010,"$10,000 to $24,999",3.00%,±0.5,3.40%,±0.7,5.40%,±0.9,8.00%,±1.2,8.20%,±0.7,2.10%,±0.5,1.60%,±0.6,,,,,,,
2010,"$25,000 to $34,999",2.90%,±0.5,3.00%,±0.7,5.50%,±0.9,7.60%,±1.3,7.20%,±0.8,1.90%,±0.4,0.80%,±0.5,,,,,,,
2010,"$35,000 to $49,999",6.10%,±0.8,5.10%,±0.8,10.40%,±1.2,15.40%,±1.6,12.80%,±1.0,4.50%,±0.7,3.30%,±1.2,,,,,,,
2010,"$50,000 to $74,999",10.90%,±0.9,11.90%,±1.1,20.10%,±1.4,24.80%,±1.9,21.30%,±1.1,10.10%,±1.1,9.80%,±1.8,,,,,,,
2010,"$75,000 to $99,999",12.50%,±0.9,12.70%,±1.2,17.10%,±1.5,13.90%,±1.6,15.50%,±1.0,12.50%,±1.1,11.50%,±2.1,,,,,,,
2010,"$100,000 to $149,999",24.00%,±1.2,23.70%,±1.6,21.80%,±1.4,14.90%,±1.7,18.20%,±1.1,22.80%,±1.4,31.40%,±3.0,,,,,,,
2010,"$150,000 or more",39.30%,±1.4,39.10%,±1.5,18.30%,±1.4,13.00%,±1.5,14.70%,±1.0,44.50%,±1.5,41.50%,±3.0,,,,,,,
2010,Median household income (dollars),"126,786","±3,772","123,649","±3,255","84,654","±2,570","66,234","±1,997","72,758","±2,006","135,433","±3,703","132,281","±5,268",,,,,,,
2010,RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS,,,,,,,,,,,,,,,,,,,,,
2010,Less than 2.0,7.10%,±0.9,13.10%,±1.1,26.00%,±1.6,30.40%,±2.1,50.90%,±1.6,16.30%,±1.1,15.80%,±2.2,,,,,,,
2010,2.0 to 2.9,12.90%,±1.1,25.50%,±1.4,32.00%,±1.7,27.90%,±2.0,22.30%,±1.2,26.80%,±1.6,29.10%,±2.3,,,,,,,
2010,3.0 to 3.9,17.70%,±1.2,19.20%,±1.4,18.40%,±1.4,14.90%,±1.6,9.60%,±0.9,21.30%,±1.5,24.00%,±2.4,,,,,,,
2010,4.0 or more,62.00%,±1.6,42.10%,±1.8,23.20%,±1.3,26.50%,±2.1,16.60%,±1.1,35.10%,±1.6,31.20%,±2.7,,,,,,,
2010,Not computed,0.40%,±0.2,0.10%,±0.1,0.40%,±0.3,0.30%,±0.2,0.60%,±0.2,0.50%,±0.2,0.00%,±0.3,,,,,,,
