Label (Grouping),"Santa Clara County, California!!Occupied housing units!!Estimate","Santa Clara County, California!!Owner-occupied housing units!!Estimate","Santa Clara County, California!!Renter-occupied housing units!!Estimate","Montgomery County, Maryland!!Occupied housing units!!Estimate","Montgomery County, Maryland!!Owner-occupied housing units!!Estimate","Montgomery County, Maryland!!Renter-occupied housing units!!Estimate","Wake County, North Carolina!!Occupied housing units!!Estimate","Wake County, North Carolina!!Owner-occupied housing units!!Estimate","Wake County, North Carolina!!Renter-occupied housing units!!Estimate","Davidson County, Tennessee!!Occupied housing units!!Estimate","Davidson County, Tennessee!!Owner-occupied housing units!!Estimate","Davidson County, Tennessee!!Renter-occupied housing units!!Estimate","Dallas County, Texas!!Occupied housing units!!Estimate","Dallas County, Texas!!Owner-occupied housing units!!Estimate","Dallas County, Texas!!Renter-occupied housing units!!Estimate","Fairfax County, Virginia!!Occupied housing units!!Estimate","Fairfax County, Virginia!!Owner-occupied housing units!!Estimate","Fairfax County, Virginia!!Renter-occupied housing units!!Estimate","Loudoun County, Virginia!!Occupied housing units!!Estimate","Loudoun County, Virginia!!Owner-occupied housing units!!Estimate","Loudoun County, Virginia!!Renter-occupied housing units!!Estimate",Year,Data Type,"Santa Clara County, California!!Estimate","Montgomery County, Maryland!!Estimate","Wake County, North Carolina!!Estimate","Davidson County, Tennessee!!Estimate","Dallas County, Texas!!Estimate","Fairfax County, Virginia!!Estimate","Loudoun County, Virginia!!Estimate","Santa Clara County, California!!Percent","Montgomery County, Maryland!!Percent","Wake County, North Carolina!!Percent","Davidson County, Tennessee!!Percent","Dallas County, Texas!!Percent","Fairfax County, Virginia!!Percent","Loudoun County, Virginia!!Percent","Santa Clara County, California!!Owner-occupied housing units with a mortgage!!Estimate","Montgomery County, Maryland!!Owner-occupied housing units with a mortgage!!Estimate","Wake County, North Carolina!!Owner-occupied housing units with a mortgage!!Estimate","Davidson County, Tennessee!!Owner-occupied housing units with a mortgage!!Estimate","Dallas County, Texas!!Owner-occupied housing units with a mortgage!!Estimate","Fairfax County, Virginia!!Owner-occupied housing units with a mortgage!!Estimate","Loudoun County, Virginia!!Owner-occupied housing units with a mortgage!!Estimate","Santa Clara County, California!!Total!!Estimate","Santa Clara County, California!!Mean income (dollars)!!Estimate","Montgomery County, Maryland!!Total!!Estimate","Montgomery County, Maryland!!Mean income (dollars)!!Estimate","Wake County, North Carolina!!Total!!Estimate","Wake County, North Carolina!!Mean income (dollars)!!Estimate","Davidson County, Tennessee!!Total!!Estimate","Davidson County, Tennessee!!Mean income (dollars)!!Estimate","Dallas County, Texas!!Total!!Estimate","Dallas County, Texas!!Mean income (dollars)!!Estimate","Fairfax County, Virginia!!Total!!Estimate","Fairfax County, Virginia!!Mean income (dollars)!!Estimate","Loudoun County, Virginia!!Total!!Estimate","Loudoun County, Virginia!!Mean income (dollars)!!Estimate","Santa Clara County, California!!Owner-occupied housing units with a mortgage!!Margin of Error","Montgomery County, Maryland!!Owner-occupied housing units with a mortgage!!Margin of Error","Wake County, North Carolina!!Owner-occupied housing units with a mortgage!!Margin of Error","Davidson County, Tennessee!!Owner-occupied housing units with a mortgage!!Margin of Error","Dallas County, Texas!!Owner-occupied housing units with a mortgage!!Margin of Error","Fairfax County, Virginia!!Owner-occupied housing units with a mortgage!!Margin of Error","Loudoun County, Virginia!!Owner-occupied housing units with a mortgage!!Margin of Error","Santa Clara County, California!!Owner-occupied housing units without a mortgage!!Estimate","Montgomery County, Maryland!!Owner-occupied housing units without a mortgage!!Estimate","Wake County, North Carolina!!Owner-occupied housing units without a mortgage!!Estimate","Davidson County, Tennessee!!Owner-occupied housing units without a mortgage!!Estimate","Dallas County, Texas!!Owner-occupied housing units without a mortgage!!Estimate","Fairfax County, Virginia!!Owner-occupied housing units without a mortgage!!Estimate","Loudoun County, Virginia!!Owner-occupied housing units without a mortgage!!Estimate","Santa Clara County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Montgomery County, Maryland!!Percent owner-occupied housing units with a mortgage!!Estimate","Wake County, North Carolina!!Percent owner-occupied housing units with a mortgage!!Estimate","Davidson County, Tennessee!!Percent owner-occupied housing units with a mortgage!!Estimate","Dallas County, Texas!!Percent owner-occupied housing units with a mortgage!!Estimate","Fairfax County, Virginia!!Percent owner-occupied housing units with a mortgage!!Estimate","Loudoun County, Virginia!!Percent owner-occupied housing units with a mortgage!!Estimate","Santa Clara County, California!!Number!!Estimate","Santa Clara County, California!!Percent Distribution!!Estimate","Montgomery County, Maryland!!Number!!Estimate","Montgomery County, Maryland!!Percent Distribution!!Estimate","Wake County, North Carolina!!Number!!Estimate","Wake County, North Carolina!!Percent Distribution!!Estimate","Davidson County, Tennessee!!Number!!Estimate","Davidson County, Tennessee!!Percent Distribution!!Estimate","Dallas County, Texas!!Number!!Estimate","Dallas County, Texas!!Percent Distribution!!Estimate","Fairfax County, Virginia!!Number!!Estimate","Fairfax County, Virginia!!Percent Distribution!!Estimate","Loudoun County, Virginia!!Number!!Estimate","Loudoun County, Virginia!!Percent Distribution!!Estimate","Santa Clara County, California!!Percent owner-occupied housing units without a mortgage!!Estimate","Montgomery County, Maryland!!Percent owner-occupied housing units without a mortgage!!Estimate","Wake County, North Carolina!!Percent owner-occupied housing units without a mortgage!!Estimate","Davidson County, Tennessee!!Percent owner-occupied housing units without a mortgage!!Estimate","Dallas County, Texas!!Percent owner-occupied housing units without a mortgage!!Estimate","Fairfax County, Virginia!!Percent owner-occupied housing units without a mortgage!!Estimate","Loudoun County, Virginia!!Percent owner-occupied housing units without a mortgage!!Estimate","Santa Clara County, California!!Percent occupied housing units!!Estimate","Santa Clara County, California!!Percent owner-occupied housing units!!Estimate","Santa Clara County, California!!Percent renter-occupied housing units!!Estimate","Montgomery County, Maryland!!Percent occupied housing units!!Estimate","Montgomery County, Maryland!!Percent owner-occupied housing units!!Estimate","Montgomery County, Maryland!!Percent renter-occupied housing units!!Estimate","Wake County, North Carolina!!Percent occupied housing units!!Estimate","Wake County, North Carolina!!Percent owner-occupied housing units!!Estimate","Wake County, North Carolina!!Percent renter-occupied housing units!!Estimate","Davidson County, Tennessee!!Percent occupied housing units!!Estimate","Davidson County, Tennessee!!Percent owner-occupied housing units!!Estimate","Davidson County, Tennessee!!Percent renter-occupied housing units!!Estimate","Dallas County, Texas!!Percent occupied housing units!!Estimate","Dallas County, Texas!!Percent owner-occupied housing units!!Estimate","Dallas County, Texas!!Percent renter-occupied housing units!!Estimate","Fairfax County, Virginia!!Percent occupied housing units!!Estimate","Fairfax County, Virginia!!Percent owner-occupied housing units!!Estimate","Fairfax County, Virginia!!Percent renter-occupied housing units!!Estimate","Loudoun County, Virginia!!Percent occupied housing units!!Estimate","Loudoun County, Virginia!!Percent owner-occupied housing units!!Estimate","Loudoun County, Virginia!!Percent renter-occupied housing units!!Estimate","Santa Clara County, California!!Married-couple family household!!Estimate","Santa Clara County, California!!Male householder, no spouse present, family household!!Estimate","Santa Clara County, California!!Female householder, no spouse present, family household!!Estimate","Santa Clara County, California!!Nonfamily household!!Estimate","Montgomery County, Maryland!!Married-couple family household!!Estimate","Montgomery County, Maryland!!Male householder, no spouse present, family household!!Estimate","Montgomery County, Maryland!!Female householder, no spouse present, family household!!Estimate","Montgomery County, Maryland!!Nonfamily household!!Estimate","Wake County, North Carolina!!Married-couple family household!!Estimate","Wake County, North Carolina!!Male householder, no spouse present, family household!!Estimate","Wake County, North Carolina!!Female householder, no spouse present, family household!!Estimate","Wake County, North Carolina!!Nonfamily household!!Estimate","Davidson County, Tennessee!!Married-couple family household!!Estimate","Davidson County, Tennessee!!Male householder, no spouse present, family household!!Estimate","Davidson County, Tennessee!!Female householder, no spouse present, family household!!Estimate","Davidson County, Tennessee!!Nonfamily household!!Estimate","Dallas County, Texas!!Married-couple family household!!Estimate","Dallas County, Texas!!Male householder, no spouse present, family household!!Estimate","Dallas County, Texas!!Female householder, no spouse present, family household!!Estimate","Dallas County, Texas!!Nonfamily household!!Estimate","Fairfax County, Virginia!!Married-couple family household!!Estimate","Fairfax County, Virginia!!Male householder, no spouse present, family household!!Estimate","Fairfax County, Virginia!!Female householder, no spouse present, family household!!Estimate","Fairfax County, Virginia!!Nonfamily household!!Estimate","Loudoun County, Virginia!!Married-couple family household!!Estimate","Loudoun County, Virginia!!Male householder, no spouse present, family household!!Estimate","Loudoun County, Virginia!!Female householder, no spouse present, family household!!Estimate","Loudoun County, Virginia!!Nonfamily household!!Estimate"
MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,,,,,,,,,,,,,,,,,,,,,,2010,mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    Less than $20,000",,,,,,,,,,,,,,,,,,,,,,2010,mortgage,,,,,,,,,,,,,,,2.8%,2.8%,4.0%,6.0%,5.9%,2.2%,1.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Less than 20 percent,,,,,,,,,,,,,,,,,,,,,,2010,mortgage,,,,,,,,,,,,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        20 to 29 percent,,,,,,,,,,,,,,,,,,,,,,2010,mortgage,,,,,,,,,,,,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        30 percent or more,,,,,,,,,,,,,,,,,,,,,,2010,mortgage,,,,,,,,,,,,,,,2.8%,2.8%,4.0%,6.0%,5.9%,2.2%,1.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    $20,000 to $34,999",,,,,,,,,,,,,,,,,,,,,,2010,mortgage,,,,,,,,,,,,,,,4.0%,4.6%,7.8%,11.6%,11.0%,2.8%,1.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Less than 20 percent,,,,,,,,,,,,,,,,,,,,,,2010,mortgage,,,,,,,,,,,,,,,0.0%,0.0%,0.2%,0.5%,0.1%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        20 to 29 percent,,,,,,,,,,,,,,,,,,,,,,2010,mortgage,,,,,,,,,,,,,,,0.1%,0.1%,0.3%,0.6%,0.8%,0.2%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        30 percent or more,,,,,,,,,,,,,,,,,,,,,,2010,mortgage,,,,,,,,,,,,,,,3.8%,4.5%,7.4%,10.5%,10.1%,2.6%,1.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    $35,000 to $49,999",,,,,,,,,,,,,,,,,,,,,,2010,mortgage,,,,,,,,,,,,,,,6.1%,5.1%,10.4%,15.4%,12.8%,4.5%,3.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Less than 20 percent,,,,,,,,,,,,,,,,,,,,,,2010,mortgage,,,,,,,,,,,,,,,0.2%,0.0%,0.7%,0.8%,0.8%,0.1%,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        20 to 29 percent,,,,,,,,,,,,,,,,,,,,,,2010,mortgage,,,,,,,,,,,,,,,0.4%,0.5%,2.9%,5.9%,3.1%,0.8%,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        30 percent or more,,,,,,,,,,,,,,,,,,,,,,2010,mortgage,,,,,,,,,,,,,,,5.6%,4.6%,6.9%,8.7%,8.9%,3.7%,2.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    $50,000 to $74,999",,,,,,,,,,,,,,,,,,,,,,2010,mortgage,,,,,,,,,,,,,,,10.9%,11.9%,20.1%,24.8%,21.3%,10.1%,9.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Less than 20 percent,,,,,,,,,,,,,,,,,,,,,,2010,mortgage,,,,,,,,,,,,,,,0.8%,0.7%,2.9%,5.5%,4.1%,0.5%,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        20 to 29 percent,,,,,,,,,,,,,,,,,,,,,,2010,mortgage,,,,,,,,,,,,,,,1.3%,2.9%,10.0%,11.4%,9.7%,2.5%,1.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        30 percent or more,,,,,,,,,,,,,,,,,,,,,,2010,mortgage,,,,,,,,,,,,,,,8.8%,8.2%,7.3%,7.9%,7.5%,7.1%,7.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    $75,000 or more",,,,,,,,,,,,,,,,,,,,,,2010,mortgage,,,,,,,,,,,,,,,75.8%,75.5%,57.2%,41.8%,48.4%,79.8%,84.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Less than 20 percent,,,,,,,,,,,,,,,,,,,,,,2010,mortgage,,,,,,,,,,,,,,,22.9%,33.6%,36.4%,27.3%,29.5%,39.2%,28.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        20 to 29 percent,,,,,,,,,,,,,,,,,,,,,,2010,mortgage,,,,,,,,,,,,,,,25.1%,24.9%,16.9%,11.2%,14.2%,24.8%,32.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        30 percent or more,,,,,,,,,,,,,,,,,,,,,,2010,mortgage,,,,,,,,,,,,,,,27.8%,17.0%,3.9%,3.3%,4.7%,15.8%,22.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Zero or negative income,,,,,,,,,,,,,,,,,,,,,,2010,mortgage,,,,,,,,,,,,,,,0.4%,0.1%,0.4%,0.3%,0.6%,0.5%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REAL ESTATE TAXES,,,,,,,,,,,,,,,,,,,,,,2010,mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Less than $800,,,,,,,,,,,,,,,,,,,,,,2010,mortgage,,,,,,,,,,,,,,,2.0%,1.7%,5.7%,8.0%,6.0%,2.3%,2.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    $800 to $1,499",,,,,,,,,,,,,,,,,,,,,,2010,mortgage,,,,,,,,,,,,,,,5.5%,5.6%,27.2%,37.6%,12.6%,4.1%,2.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    $1,500 or more",,,,,,,,,,,,,,,,,,,,,,2010,mortgage,,,,,,,,,,,,,,,91.4%,92.2%,66.8%,52.7%,78.5%,92.3%,95.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    No real estate taxes paid,,,,,,,,,,,,,,,,,,,,,,2010,mortgage,,,,,,,,,,,,,,,1.1%,0.6%,0.3%,1.7%,2.9%,1.3%,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Median (dollars),,,,,,,,,,,,,,,,,,,,,,2010,mortgage,,,,,,,,,,,,,,,"5,668","3,967","1,916","1,585","2,990","4,420","5,143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERCENT IMPUTED,,,,,,,,,,,,,,,,,,,,,,2010,mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Mortgage status,,,,,,,,,,,,,,,,,,,,,,2010,mortgage,,,,,,,,,,,,,,,38.3%,31.5%,32.5%,30.1%,35.6%,32.1%,36.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Owner-occupied housing units with a mortgage,,,,,,,,,,,,,,,,,,,,,,2010,no_mortgage,,,,,,,,,,,,,,,"256,276","188,428","184,459","99,978","311,935","225,962","72,843",,,,,,,,,,,,,,,"±5,674","±4,264","±4,000","±4,078","±6,743","±5,228","±2,442",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALUE,,,,,,,,,,,,,,,,,,,,,,2010,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    Less than $50,000",,,,,,,,,,,,,,,,,,,,,,2010,no_mortgage,,,,,,,,,,,,,,,0.9%,0.5%,1.4%,1.9%,3.7%,0.6%,0.8%,,,,,,,,,,,,,,,±0.3,±0.2,±0.5,±0.6,±0.5,±0.2,±0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    $50,000 to $99,999",,,,,,,,,,,,,,,,,,,,,,2010,no_mortgage,,,,,,,,,,,,,,,1.9%,0.7%,3.2%,9.4%,23.9%,1.1%,1.1%,,,,,,,,,,,,,,,±0.5,±0.3,±0.6,±1.4,±1.1,±0.4,±0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    $100,000 to $149,999",,,,,,,,,,,,,,,,,,,,,,2010,no_mortgage,,,,,,,,,,,,,,,1.0%,1.3%,15.8%,27.7%,29.1%,2.4%,2.7%,,,,,,,,,,,,,,,±0.2,±0.4,±1.3,±2.1,±1.5,±0.5,±0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    $150,000 to $199,999",,,,,,,,,,,,,,,,,,,,,,2010,no_mortgage,,,,,,,,,,,,,,,1.6%,4.4%,19.2%,23.5%,15.3%,2.7%,2.8%,,,,,,,,,,,,,,,±0.4,±0.8,±1.6,±1.9,±1.1,±0.5,±1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    $200,000 to $299,999",,,,,,,,,,,,,,,,,,,,,,2010,no_mortgage,,,,,,,,,,,,,,,5.0%,14.6%,27.6%,18.7%,13.5%,13.6%,12.3%,,,,,,,,,,,,,,,±0.8,±1.3,±1.6,±1.5,±1.0,±1.1,±1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    $300,000 to $499,999",,,,,,,,,,,,,,,,,,,,,,2010,no_mortgage,,,,,,,,,,,,,,,21.7%,36.6%,24.0%,12.4%,8.8%,36.4%,39.3%,,,,,,,,,,,,,,,±1.4,±1.5,±1.5,±1.3,±0.6,±1.7,±2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    $500,000 or more",,,,,,,,,,,,,,,,,,,,,,2010,no_mortgage,,,,,,,,,,,,,,,67.9%,41.9%,8.8%,6.4%,5.8%,43.2%,41.0%,,,,,,,,,,,,,,,±1.5,±1.4,±1.0,±0.9,±0.6,±1.3,±2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Median (dollars),,,,,,,,,,,,,,,,,,,,,,2010,no_mortgage,,,,,,,,,,,,,,,"643,100","451,000","234,400","171,900","135,400","459,900","449,200",,,,,,,,,,,,,,,"±9,518","±8,306","±4,679","±4,092","±3,228","±7,339","±14,205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORTGAGE STATUS,,,,,,,,,,,,,,,,,,,,,,2010,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    With either a second mortgage, or home equity loan, but not both",,,,,,,,,,,,,,,,,,,,,,2010,no_mortgage,,,,,,,,,,,,,,,30.3%,28.1%,23.9%,24.2%,11.7%,29.5%,32.5%,,,,,,,,,,,,,,,±1.4,±1.5,±1.3,±2.0,±0.8,±1.4,±2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Second mortgage only,,,,,,,,,,,,,,,,,,,,,,2010,no_mortgage,,,,,,,,,,,,,,,6.2%,6.5%,4.7%,7.8%,5.6%,7.7%,9.7%,,,,,,,,,,,,,,,±0.8,±1.0,±0.8,±1.3,±0.6,±0.9,±1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Home equity loan only,,,,,,,,,,,,,,,,,,,,,,2010,no_mortgage,,,,,,,,,,,,,,,24.1%,21.5%,19.2%,16.4%,6.1%,21.8%,22.8%,,,,,,,,,,,,,,,±1.1,±1.4,±1.2,±1.6,±0.7,±1.1,±2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Both second mortgage and home equity loan,,,,,,,,,,,,,,,,,,,,,,2010,no_mortgage,,,,,,,,,,,,,,,2.1%,1.4%,1.0%,0.7%,0.4%,1.5%,1.7%,,,,,,,,,,,,,,,±0.5,±0.5,±0.4,±0.5,±0.2,±0.5,±0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    No second mortgage and no home equity loan,,,,,,,,,,,,,,,,,,,,,,2010,no_mortgage,,,,,,,,,,,,,,,67.5%,70.6%,75.1%,75.1%,88.0%,68.9%,65.8%,,,,,,,,,,,,,,,±1.4,±1.7,±1.4,±2.0,±0.8,±1.5,±2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS),,,,,,,,,,,,,,,,,,,,,,2010,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    Less than $10,000",,,,,,,,,,,,,,,,,,,,,,2010,no_mortgage,,,,,,,,,,,,,,,1.3%,1.1%,1.2%,2.4%,2.1%,1.4%,0.1%,,,,,,,,,,,,,,,±0.3,±0.3,±0.4,±0.7,±0.4,±0.4,±0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
