label_grouping,value,county,metric
    Under 5 years,7.8%,loudoun_county_virginiamaleestimate,Unknown
    5 to 9 years,9.1%,loudoun_county_virginiamaleestimate,Unknown
    10 to 14 years,8.3%,loudoun_county_virginiamaleestimate,Unknown
    15 to 19 years,7.2%,loudoun_county_virginiamaleestimate,Unknown
    20 to 24 years,4.9%,loudoun_county_virginiamaleestimate,Unknown
    25 to 29 years,4.9%,loudoun_county_virginiamaleestimate,Unknown
    30 to 34 years,7.1%,loudoun_county_virginiamaleestimate,Unknown
    35 to 39 years,7.5%,loudoun_county_virginiamaleestimate,Unknown
    40 to 44 years,9.9%,loudoun_county_virginiamaleestimate,Unknown
    45 to 49 years,8.4%,loudoun_county_virginiamaleestimate,Unknown
    50 to 54 years,7.8%,loudoun_county_virginiamaleestimate,Unknown
    55 to 59 years,5.1%,loudoun_county_virginiamaleestimate,Unknown
    60 to 64 years,4.5%,loudoun_county_virginiamaleestimate,Unknown
    65 to 69 years,2.8%,loudoun_county_virginiamaleestimate,Unknown
    70 to 74 years,2.2%,loudoun_county_virginiamaleestimate,Unknown
    75 to 79 years,1.2%,loudoun_county_virginiamaleestimate,Unknown
    80 to 84 years,0.7%,loudoun_county_virginiamaleestimate,Unknown
    85 years and over,0.5%,loudoun_county_virginiamaleestimate,Unknown
SELECTED AGE CATEGORIES,,loudoun_county_virginiamaleestimate,Unknown
    5 to 14 years,17.5%,loudoun_county_virginiamaleestimate,Unknown
    15 to 17 years,4.6%,loudoun_county_virginiamaleestimate,Unknown
    18 to 24 years,7.5%,loudoun_county_virginiamaleestimate,Unknown
    15 to 44 years,41.6%,loudoun_county_virginiamaleestimate,Unknown
    16 years and over,73.2%,loudoun_county_virginiamaleestimate,Unknown
    18 years and over,70.1%,loudoun_county_virginiamaleestimate,Unknown
    60 years and over,11.9%,loudoun_county_virginiamaleestimate,Unknown
    62 years and over,10.1%,loudoun_county_virginiamaleestimate,Unknown
    65 years and over,7.4%,loudoun_county_virginiamaleestimate,Unknown
    75 years and over,2.4%,loudoun_county_virginiamaleestimate,Unknown
SUMMARY INDICATORS,,loudoun_county_virginiamaleestimate,Unknown
    Median age (years),35.4,loudoun_county_virginiamaleestimate,Unknown
    Sex ratio (males per 100 females),(X),loudoun_county_virginiamaleestimate,Unknown
    Age dependency ratio,(X),loudoun_county_virginiamaleestimate,Unknown
    Old-Age dependency ratio,(X),loudoun_county_virginiamaleestimate,Unknown
    Child dependency ratio,(X),loudoun_county_virginiamaleestimate,Unknown
PERCENT IMPUTED,,loudoun_county_virginiamaleestimate,Unknown
    Sex,(X),loudoun_county_virginiamaleestimate,Unknown
    Age,(X),loudoun_county_virginiamaleestimate,Unknown
Total population,±127,loudoun_county_virginiamalemargin_of_error,Unknown
AGE,,loudoun_county_virginiamalemargin_of_error,Unknown
    Under 5 years,±0.1,loudoun_county_virginiamalemargin_of_error,Unknown
    5 to 9 years,±0.7,loudoun_county_virginiamalemargin_of_error,Unknown
    10 to 14 years,±0.7,loudoun_county_virginiamalemargin_of_error,Unknown
    15 to 19 years,±0.4,loudoun_county_virginiamalemargin_of_error,Unknown
    20 to 24 years,±0.4,loudoun_county_virginiamalemargin_of_error,Unknown
    25 to 29 years,±0.2,loudoun_county_virginiamalemargin_of_error,Unknown
    30 to 34 years,±0.1,loudoun_county_virginiamalemargin_of_error,Unknown
    35 to 39 years,±0.7,loudoun_county_virginiamalemargin_of_error,Unknown
    40 to 44 years,±0.7,loudoun_county_virginiamalemargin_of_error,Unknown
    45 to 49 years,±0.1,loudoun_county_virginiamalemargin_of_error,Unknown
    50 to 54 years,±0.1,loudoun_county_virginiamalemargin_of_error,Unknown
    55 to 59 years,±0.5,loudoun_county_virginiamalemargin_of_error,Unknown
    60 to 64 years,±0.5,loudoun_county_virginiamalemargin_of_error,Unknown
    65 to 69 years,±0.3,loudoun_county_virginiamalemargin_of_error,Unknown
    70 to 74 years,±0.4,loudoun_county_virginiamalemargin_of_error,Unknown
    75 to 79 years,±0.3,loudoun_county_virginiamalemargin_of_error,Unknown
    80 to 84 years,±0.2,loudoun_county_virginiamalemargin_of_error,Unknown
    85 years and over,±0.2,loudoun_county_virginiamalemargin_of_error,Unknown
SELECTED AGE CATEGORIES,,loudoun_county_virginiamalemargin_of_error,Unknown
    5 to 14 years,±0.1,loudoun_county_virginiamalemargin_of_error,Unknown
    15 to 17 years,±0.1,loudoun_county_virginiamalemargin_of_error,Unknown
    18 to 24 years,±0.2,loudoun_county_virginiamalemargin_of_error,Unknown
    15 to 44 years,±0.1,loudoun_county_virginiamalemargin_of_error,Unknown
    16 years and over,±0.4,loudoun_county_virginiamalemargin_of_error,Unknown
    18 years and over,±0.1,loudoun_county_virginiamalemargin_of_error,Unknown
    60 years and over,±0.5,loudoun_county_virginiamalemargin_of_error,Unknown
    62 years and over,±0.6,loudoun_county_virginiamalemargin_of_error,Unknown
    65 years and over,±0.1,loudoun_county_virginiamalemargin_of_error,Unknown
    75 years and over,±0.2,loudoun_county_virginiamalemargin_of_error,Unknown
SUMMARY INDICATORS,,loudoun_county_virginiamalemargin_of_error,Unknown
    Median age (years),±0.2,loudoun_county_virginiamalemargin_of_error,Unknown
    Sex ratio (males per 100 females),(X),loudoun_county_virginiamalemargin_of_error,Unknown
    Age dependency ratio,(X),loudoun_county_virginiamalemargin_of_error,Unknown
    Old-Age dependency ratio,(X),loudoun_county_virginiamalemargin_of_error,Unknown
    Child dependency ratio,(X),loudoun_county_virginiamalemargin_of_error,Unknown
PERCENT IMPUTED,,loudoun_county_virginiamalemargin_of_error,Unknown
    Sex,(X),loudoun_county_virginiamalemargin_of_error,Unknown
    Age,(X),loudoun_county_virginiamalemargin_of_error,Unknown
Total population,"189,139",loudoun_county_virginiafemaleestimate,Unknown
AGE,,loudoun_county_virginiafemaleestimate,Unknown
    Under 5 years,7.2%,loudoun_county_virginiafemaleestimate,Unknown
    5 to 9 years,8.3%,loudoun_county_virginiafemaleestimate,Unknown
    10 to 14 years,8.4%,loudoun_county_virginiafemaleestimate,Unknown
    15 to 19 years,6.4%,loudoun_county_virginiafemaleestimate,Unknown
    20 to 24 years,4.9%,loudoun_county_virginiafemaleestimate,Unknown
    25 to 29 years,5.3%,loudoun_county_virginiafemaleestimate,Unknown
    30 to 34 years,7.7%,loudoun_county_virginiafemaleestimate,Unknown
    35 to 39 years,9.1%,loudoun_county_virginiafemaleestimate,Unknown
    40 to 44 years,8.4%,loudoun_county_virginiafemaleestimate,Unknown
    45 to 49 years,8.3%,loudoun_county_virginiafemaleestimate,Unknown
    50 to 54 years,7.3%,loudoun_county_virginiafemaleestimate,Unknown
    55 to 59 years,5.2%,loudoun_county_virginiafemaleestimate,Unknown
    60 to 64 years,4.4%,loudoun_county_virginiafemaleestimate,Unknown
    65 to 69 years,3.3%,loudoun_county_virginiafemaleestimate,Unknown
    70 to 74 years,2.2%,loudoun_county_virginiafemaleestimate,Unknown
    75 to 79 years,1.9%,loudoun_county_virginiafemaleestimate,Unknown
    80 to 84 years,0.8%,loudoun_county_virginiafemaleestimate,Unknown
    85 years and over,0.9%,loudoun_county_virginiafemaleestimate,Unknown
SELECTED AGE CATEGORIES,,loudoun_county_virginiafemaleestimate,Unknown
    5 to 14 years,16.6%,loudoun_county_virginiafemaleestimate,Unknown
    15 to 17 years,4.5%,loudoun_county_virginiafemaleestimate,Unknown
    18 to 24 years,6.9%,loudoun_county_virginiafemaleestimate,Unknown
    15 to 44 years,41.8%,loudoun_county_virginiafemaleestimate,Unknown
    16 years and over,74.1%,loudoun_county_virginiafemaleestimate,Unknown
    18 years and over,71.7%,loudoun_county_virginiafemaleestimate,Unknown
    60 years and over,13.5%,loudoun_county_virginiafemaleestimate,Unknown
    62 years and over,11.6%,loudoun_county_virginiafemaleestimate,Unknown
    65 years and over,9.1%,loudoun_county_virginiafemaleestimate,Unknown
    75 years and over,3.6%,loudoun_county_virginiafemaleestimate,Unknown
SUMMARY INDICATORS,,loudoun_county_virginiafemaleestimate,Unknown
    Median age (years),36.1,loudoun_county_virginiafemaleestimate,Unknown
    Sex ratio (males per 100 females),(X),loudoun_county_virginiafemaleestimate,Unknown
    Age dependency ratio,(X),loudoun_county_virginiafemaleestimate,Unknown
    Old-Age dependency ratio,(X),loudoun_county_virginiafemaleestimate,Unknown
    Child dependency ratio,(X),loudoun_county_virginiafemaleestimate,Unknown
PERCENT IMPUTED,,loudoun_county_virginiafemaleestimate,Unknown
    Sex,(X),loudoun_county_virginiafemaleestimate,Unknown
    Age,(X),loudoun_county_virginiafemaleestimate,Unknown
Total population,±127,loudoun_county_virginiafemalemargin_of_error,Unknown
AGE,,loudoun_county_virginiafemalemargin_of_error,Unknown
    Under 5 years,±0.1,loudoun_county_virginiafemalemargin_of_error,Unknown
    5 to 9 years,±0.7,loudoun_county_virginiafemalemargin_of_error,Unknown
    10 to 14 years,±0.7,loudoun_county_virginiafemalemargin_of_error,Unknown
    15 to 19 years,±0.3,loudoun_county_virginiafemalemargin_of_error,Unknown
    20 to 24 years,±0.3,loudoun_county_virginiafemalemargin_of_error,Unknown
    25 to 29 years,±0.3,loudoun_county_virginiafemalemargin_of_error,Unknown
    30 to 34 years,±0.1,loudoun_county_virginiafemalemargin_of_error,Unknown
    35 to 39 years,±0.7,loudoun_county_virginiafemalemargin_of_error,Unknown
    40 to 44 years,±0.7,loudoun_county_virginiafemalemargin_of_error,Unknown
    45 to 49 years,±0.1,loudoun_county_virginiafemalemargin_of_error,Unknown
    50 to 54 years,±0.1,loudoun_county_virginiafemalemargin_of_error,Unknown
    55 to 59 years,±0.6,loudoun_county_virginiafemalemargin_of_error,Unknown
    60 to 64 years,±0.6,loudoun_county_virginiafemalemargin_of_error,Unknown
    65 to 69 years,±0.4,loudoun_county_virginiafemalemargin_of_error,Unknown
    70 to 74 years,±0.4,loudoun_county_virginiafemalemargin_of_error,Unknown
    75 to 79 years,±0.3,loudoun_county_virginiafemalemargin_of_error,Unknown
    80 to 84 years,±0.3,loudoun_county_virginiafemalemargin_of_error,Unknown
    85 years and over,±0.3,loudoun_county_virginiafemalemargin_of_error,Unknown
SELECTED AGE CATEGORIES,,loudoun_county_virginiafemalemargin_of_error,Unknown
    5 to 14 years,±0.1,loudoun_county_virginiafemalemargin_of_error,Unknown
    15 to 17 years,±0.1,loudoun_county_virginiafemalemargin_of_error,Unknown
    18 to 24 years,±0.3,loudoun_county_virginiafemalemargin_of_error,Unknown
    15 to 44 years,±0.1,loudoun_county_virginiafemalemargin_of_error,Unknown
    16 years and over,±0.4,loudoun_county_virginiafemalemargin_of_error,Unknown
    18 years and over,±0.1,loudoun_county_virginiafemalemargin_of_error,Unknown
    60 years and over,±0.6,loudoun_county_virginiafemalemargin_of_error,Unknown
    62 years and over,±0.5,loudoun_county_virginiafemalemargin_of_error,Unknown
    65 years and over,±0.1,loudoun_county_virginiafemalemargin_of_error,Unknown
    75 years and over,±0.2,loudoun_county_virginiafemalemargin_of_error,Unknown
SUMMARY INDICATORS,,loudoun_county_virginiafemalemargin_of_error,Unknown
    Median age (years),±0.3,loudoun_county_virginiafemalemargin_of_error,Unknown
    Sex ratio (males per 100 females),(X),loudoun_county_virginiafemalemargin_of_error,Unknown
    Age dependency ratio,(X),loudoun_county_virginiafemalemargin_of_error,Unknown
    Old-Age dependency ratio,(X),loudoun_county_virginiafemalemargin_of_error,Unknown
    Child dependency ratio,(X),loudoun_county_virginiafemalemargin_of_error,Unknown
PERCENT IMPUTED,,loudoun_county_virginiafemalemargin_of_error,Unknown
    Sex,(X),loudoun_county_virginiafemalemargin_of_error,Unknown
    Age,(X),loudoun_county_virginiafemalemargin_of_error,Unknown
