label_grouping,value,county,metric
        Moved in 2000 to 2009,27.8%,santa_clara_county_californiapercent,Unknown
        Moved in 1990 to 1999,12.4%,santa_clara_county_californiapercent,Unknown
        Moved in 1980 to 1989,6.7%,santa_clara_county_californiapercent,Unknown
        Moved in 1979 and earlier,7.7%,santa_clara_county_californiapercent,Unknown
VEHICLES AVAILABLE,,santa_clara_county_californiapercent,Unknown
    Occupied housing units,"633,786",santa_clara_county_californiapercent,Unknown
        No vehicles available,5.3%,santa_clara_county_californiapercent,Unknown
        1 vehicle available,27.1%,santa_clara_county_californiapercent,Unknown
        2 vehicles available,40.4%,santa_clara_county_californiapercent,Unknown
        3 or more vehicles available,27.3%,santa_clara_county_californiapercent,Unknown
HOUSE HEATING FUEL,,santa_clara_county_californiapercent,Unknown
    Occupied housing units,"633,786",santa_clara_county_californiapercent,Unknown
        Utility gas,63.2%,santa_clara_county_californiapercent,Unknown
"        Bottled, tank, or LP gas",1.6%,santa_clara_county_californiapercent,Unknown
        Electricity,33.1%,santa_clara_county_californiapercent,Unknown
"        Fuel oil, kerosene, etc.",0.1%,santa_clara_county_californiapercent,Unknown
        Coal or coke,0.0%,santa_clara_county_californiapercent,Unknown
        Wood,0.4%,santa_clara_county_californiapercent,Unknown
        Solar energy,0.3%,santa_clara_county_californiapercent,Unknown
        Other fuel,0.1%,santa_clara_county_californiapercent,Unknown
        No fuel used,1.2%,santa_clara_county_californiapercent,Unknown
SELECTED CHARACTERISTICS,,santa_clara_county_californiapercent,Unknown
    Occupied housing units,"633,786",santa_clara_county_californiapercent,Unknown
        Lacking complete plumbing facilities,0.2%,santa_clara_county_californiapercent,Unknown
        Lacking complete kitchen facilities,0.8%,santa_clara_county_californiapercent,Unknown
        No telephone service available,1.8%,santa_clara_county_californiapercent,Unknown
OCCUPANTS PER ROOM,,santa_clara_county_californiapercent,Unknown
    Occupied housing units,"633,786",santa_clara_county_californiapercent,Unknown
        1.00 or less,91.9%,santa_clara_county_californiapercent,Unknown
        1.01 to 1.50,5.6%,santa_clara_county_californiapercent,Unknown
        1.51 or more,2.5%,santa_clara_county_californiapercent,Unknown
VALUE,,santa_clara_county_californiapercent,Unknown
    Owner-occupied units,"355,812",santa_clara_county_californiapercent,Unknown
"        Less than $50,000",1.4%,santa_clara_county_californiapercent,Unknown
"        $50,000 to $99,999",1.7%,santa_clara_county_californiapercent,Unknown
"        $100,000 to $149,999",1.3%,santa_clara_county_californiapercent,Unknown
"        $150,000 to $199,999",0.9%,santa_clara_county_californiapercent,Unknown
"        $200,000 to $299,999",1.7%,santa_clara_county_californiapercent,Unknown
"        $300,000 to $499,999",9.3%,santa_clara_county_californiapercent,Unknown
"        $500,000 to $999,999",48.3%,santa_clara_county_californiapercent,Unknown
"        $1,000,000 or more",35.5%,santa_clara_county_californiapercent,Unknown
        Median (dollars),(X),santa_clara_county_californiapercent,Unknown
MORTGAGE STATUS,,santa_clara_county_californiapercent,Unknown
    Owner-occupied units,"355,812",santa_clara_county_californiapercent,Unknown
        Housing units with a mortgage,71.2%,santa_clara_county_californiapercent,Unknown
        Housing units without a mortgage,28.8%,santa_clara_county_californiapercent,Unknown
SELECTED MONTHLY OWNER COSTS (SMOC),,santa_clara_county_californiapercent,Unknown
    Housing units with a mortgage,"253,341",santa_clara_county_californiapercent,Unknown
        Less than $500,0.2%,santa_clara_county_californiapercent,Unknown
        $500 to $999,2.1%,santa_clara_county_californiapercent,Unknown
"        $1,000 to $1,499",7.1%,santa_clara_county_californiapercent,Unknown
"        $1,500 to $1,999",11.2%,santa_clara_county_californiapercent,Unknown
"        $2,000 to $2,499",15.8%,santa_clara_county_californiapercent,Unknown
"        $2,500 to $2,999",15.4%,santa_clara_county_californiapercent,Unknown
"        $3,000 or more",48.1%,santa_clara_county_californiapercent,Unknown
        Median (dollars),(X),santa_clara_county_californiapercent,Unknown
    Housing units without a mortgage,"102,471",santa_clara_county_californiapercent,Unknown
        Less than $250,7.0%,santa_clara_county_californiapercent,Unknown
        $250 to $399,13.6%,santa_clara_county_californiapercent,Unknown
        $400 to $599,20.2%,santa_clara_county_californiapercent,Unknown
        $600 to $799,19.8%,santa_clara_county_californiapercent,Unknown
        $800 to $999,13.5%,santa_clara_county_californiapercent,Unknown
"        $1,000 or more",25.8%,santa_clara_county_californiapercent,Unknown
        Median (dollars),(X),santa_clara_county_californiapercent,Unknown
SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI),,santa_clara_county_californiapercent,Unknown
    Housing units with a mortgage (excluding units where SMOCAPI cannot be computed),"252,059",santa_clara_county_californiapercent,Unknown
        Less than 20.0 percent,35.9%,santa_clara_county_californiapercent,Unknown
        20.0 to 24.9 percent,15.9%,santa_clara_county_californiapercent,Unknown
        25.0 to 29.9 percent,13.1%,santa_clara_county_californiapercent,Unknown
        30.0 to 34.9 percent,9.4%,santa_clara_county_californiapercent,Unknown
        35.0 percent or more,25.7%,santa_clara_county_californiapercent,Unknown
    Not computed,(X),santa_clara_county_californiapercent,Unknown
    Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed),"101,377",santa_clara_county_californiapercent,Unknown
        Less than 10.0 percent,52.1%,santa_clara_county_californiapercent,Unknown
        10.0 to 14.9 percent,16.2%,santa_clara_county_californiapercent,Unknown
        15.0 to 19.9 percent,8.5%,santa_clara_county_californiapercent,Unknown
        20.0 to 24.9 percent,5.0%,santa_clara_county_californiapercent,Unknown
        25.0 to 29.9 percent,3.7%,santa_clara_county_californiapercent,Unknown
        30.0 to 34.9 percent,2.7%,santa_clara_county_californiapercent,Unknown
        35.0 percent or more,11.9%,santa_clara_county_californiapercent,Unknown
    Not computed,(X),santa_clara_county_californiapercent,Unknown
GROSS RENT,,santa_clara_county_californiapercent,Unknown
    Occupied units paying rent,"270,960",santa_clara_county_californiapercent,Unknown
        Less than $500,3.5%,santa_clara_county_californiapercent,Unknown
        $500 to $999,7.9%,santa_clara_county_californiapercent,Unknown
"        $1,000 to $1,499",18.1%,santa_clara_county_californiapercent,Unknown
"        $1,500 to $1,999",25.2%,santa_clara_county_californiapercent,Unknown
"        $2,000 to $2,499",20.4%,santa_clara_county_californiapercent,Unknown
"        $2,500 to $2,999",13.2%,santa_clara_county_californiapercent,Unknown
"        $3,000 or more",11.7%,santa_clara_county_californiapercent,Unknown
        Median (dollars),(X),santa_clara_county_californiapercent,Unknown
    No rent paid,(X),santa_clara_county_californiapercent,Unknown
GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI),,santa_clara_county_californiapercent,Unknown
    Occupied units paying rent (excluding units where GRAPI cannot be computed),"266,656",santa_clara_county_californiapercent,Unknown
        Less than 15.0 percent,14.0%,santa_clara_county_californiapercent,Unknown
        15.0 to 19.9 percent,13.4%,santa_clara_county_californiapercent,Unknown
        20.0 to 24.9 percent,13.1%,santa_clara_county_californiapercent,Unknown
        25.0 to 29.9 percent,12.1%,santa_clara_county_californiapercent,Unknown
        30.0 to 34.9 percent,8.3%,santa_clara_county_californiapercent,Unknown
        35.0 percent or more,39.2%,santa_clara_county_californiapercent,Unknown
    Not computed,(X),santa_clara_county_californiapercent,Unknown
HOUSING OCCUPANCY,,santa_clara_county_californiapercent_margin_of_error,Unknown
    Total housing units,(X),santa_clara_county_californiapercent_margin_of_error,Unknown
        Occupied housing units,±0.5,santa_clara_county_californiapercent_margin_of_error,Unknown
        Vacant housing units,±0.5,santa_clara_county_californiapercent_margin_of_error,Unknown
    Homeowner vacancy rate,(X),santa_clara_county_californiapercent_margin_of_error,Unknown
    Rental vacancy rate,(X),santa_clara_county_californiapercent_margin_of_error,Unknown
UNITS IN STRUCTURE,,santa_clara_county_californiapercent_margin_of_error,Unknown
    Total housing units,(X),santa_clara_county_californiapercent_margin_of_error,Unknown
"        1-unit, detached",±0.9,santa_clara_county_californiapercent_margin_of_error,Unknown
"        1-unit, attached",±0.6,santa_clara_county_californiapercent_margin_of_error,Unknown
        2 units,±0.3,santa_clara_county_californiapercent_margin_of_error,Unknown
        3 or 4 units,±0.4,santa_clara_county_californiapercent_margin_of_error,Unknown
        5 to 9 units,±0.5,santa_clara_county_californiapercent_margin_of_error,Unknown
        10 to 19 units,±0.4,santa_clara_county_californiapercent_margin_of_error,Unknown
        20 or more units,±0.7,santa_clara_county_californiapercent_margin_of_error,Unknown
        Mobile home,±0.3,santa_clara_county_californiapercent_margin_of_error,Unknown
"        Boat, RV, van, etc.",±0.1,santa_clara_county_californiapercent_margin_of_error,Unknown
YEAR STRUCTURE BUILT,,santa_clara_county_californiapercent_margin_of_error,Unknown
    Total housing units,(X),santa_clara_county_californiapercent_margin_of_error,Unknown
        Built 2014 or later,±0.1,santa_clara_county_californiapercent_margin_of_error,Unknown
        Built 2010 to 2013,±0.2,santa_clara_county_californiapercent_margin_of_error,Unknown
        Built 2000 to 2009,±0.5,santa_clara_county_californiapercent_margin_of_error,Unknown
        Built 1990 to 1999,±0.6,santa_clara_county_californiapercent_margin_of_error,Unknown
        Built 1980 to 1989,±0.6,santa_clara_county_californiapercent_margin_of_error,Unknown
        Built 1970 to 1979,±0.7,santa_clara_county_californiapercent_margin_of_error,Unknown
